"","Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável","Sexo (Código)","Sexo","Idade (Código)","Idade","Forma de declaração da idade (Código)","Forma de declaração da idade"
"189","3","Unidade da Federação","45","Pessoas",21470,"11","Rondônia","2022","2022","93","População residente","6794","Total","6593","40 anos","6555","Data de nascimento"
"190","3","Unidade da Federação","45","Pessoas",6699,"11","Rondônia","2022","2022","93","População residente","6794","Total","6593","40 anos","6556","Idade presumida"
"191","3","Unidade da Federação","45","Pessoas",24129,"11","Rondônia","2022","2022","93","População residente","6794","Total","6594","41 anos","113635","Total"
"192","3","Unidade da Federação","45","Pessoas",20611,"11","Rondônia","2022","2022","93","População residente","6794","Total","6594","41 anos","6555","Data de nascimento"
"193","3","Unidade da Federação","45","Pessoas",3518,"11","Rondônia","2022","2022","93","População residente","6794","Total","6594","41 anos","6556","Idade presumida"
"194","3","Unidade da Federação","45","Pessoas",26448,"11","Rondônia","2022","2022","93","População residente","6794","Total","6595","42 anos","113635","Total"
"195","3","Unidade da Federação","45","Pessoas",20810,"11","Rondônia","2022","2022","93","População residente","6794","Total","6595","42 anos","6555","Data de nascimento"
"196","3","Unidade da Federação","45","Pessoas",5638,"11","Rondônia","2022","2022","93","População residente","6794","Total","6595","42 anos","6556","Idade presumida"
"197","3","Unidade da Federação","45","Pessoas",23410,"11","Rondônia","2022","2022","93","População residente","6794","Total","6596","43 anos","113635","Total"
"198","3","Unidade da Federação","45","Pessoas",19317,"11","Rondônia","2022","2022","93","População residente","6794","Total","6596","43 anos","6555","Data de nascimento"
"199","3","Unidade da Federação","45","Pessoas",4093,"11","Rondônia","2022","2022","93","População residente","6794","Total","6596","43 anos","6556","Idade presumida"
"200","3","Unidade da Federação","45","Pessoas",21812,"11","Rondônia","2022","2022","93","População residente","6794","Total","6597","44 anos","113635","Total"
"201","3","Unidade da Federação","45","Pessoas",18387,"11","Rondônia","2022","2022","93","População residente","6794","Total","6597","44 anos","6555","Data de nascimento"
"202","3","Unidade da Federação","45","Pessoas",3425,"11","Rondônia","2022","2022","93","População residente","6794","Total","6597","44 anos","6556","Idade presumida"
"203","3","Unidade da Federação","45","Pessoas",106731,"11","Rondônia","2022","2022","93","População residente","6794","Total","93092","45 a 49 anos","113635","Total"
"204","3","Unidade da Federação","45","Pessoas",87785,"11","Rondônia","2022","2022","93","População residente","6794","Total","93092","45 a 49 anos","6555","Data de nascimento"
"205","3","Unidade da Federação","45","Pessoas",18946,"11","Rondônia","2022","2022","93","População residente","6794","Total","93092","45 a 49 anos","6556","Idade presumida"
"206","3","Unidade da Federação","45","Pessoas",23270,"11","Rondônia","2022","2022","93","População residente","6794","Total","6598","45 anos","113635","Total"
"207","3","Unidade da Federação","45","Pessoas",18203,"11","Rondônia","2022","2022","93","População residente","6794","Total","6598","45 anos","6555","Data de nascimento"
"208","3","Unidade da Federação","45","Pessoas",5067,"11","Rondônia","2022","2022","93","População residente","6794","Total","6598","45 anos","6556","Idade presumida"
"209","3","Unidade da Federação","45","Pessoas",21864,"11","Rondônia","2022","2022","93","População residente","6794","Total","6599","46 anos","113635","Total"
"210","3","Unidade da Federação","45","Pessoas",18258,"11","Rondônia","2022","2022","93","População residente","6794","Total","6599","46 anos","6555","Data de nascimento"
"211","3","Unidade da Federação","45","Pessoas",3606,"11","Rondônia","2022","2022","93","População residente","6794","Total","6599","46 anos","6556","Idade presumida"
"212","3","Unidade da Federação","45","Pessoas",20934,"11","Rondônia","2022","2022","93","População residente","6794","Total","6600","47 anos","113635","Total"
"213","3","Unidade da Federação","45","Pessoas",17482,"11","Rondônia","2022","2022","93","População residente","6794","Total","6600","47 anos","6555","Data de nascimento"
"214","3","Unidade da Federação","45","Pessoas",3452,"11","Rondônia","2022","2022","93","População residente","6794","Total","6600","47 anos","6556","Idade presumida"
"215","3","Unidade da Federação","45","Pessoas",20557,"11","Rondônia","2022","2022","93","População residente","6794","Total","6601","48 anos","113635","Total"
"216","3","Unidade da Federação","45","Pessoas",16922,"11","Rondônia","2022","2022","93","População residente","6794","Total","6601","48 anos","6555","Data de nascimento"
"217","3","Unidade da Federação","45","Pessoas",3635,"11","Rondônia","2022","2022","93","População residente","6794","Total","6601","48 anos","6556","Idade presumida"
"218","3","Unidade da Federação","45","Pessoas",20106,"11","Rondônia","2022","2022","93","População residente","6794","Total","6602","49 anos","113635","Total"
"219","3","Unidade da Federação","45","Pessoas",16920,"11","Rondônia","2022","2022","93","População residente","6794","Total","6602","49 anos","6555","Data de nascimento"
"220","3","Unidade da Federação","45","Pessoas",3186,"11","Rondônia","2022","2022","93","População residente","6794","Total","6602","49 anos","6556","Idade presumida"
"221","3","Unidade da Federação","45","Pessoas",95902,"11","Rondônia","2022","2022","93","População residente","6794","Total","93093","50 a 54 anos","113635","Total"
"222","3","Unidade da Federação","45","Pessoas",78470,"11","Rondônia","2022","2022","93","População residente","6794","Total","93093","50 a 54 anos","6555","Data de nascimento"
"223","3","Unidade da Federação","45","Pessoas",17432,"11","Rondônia","2022","2022","93","População residente","6794","Total","93093","50 a 54 anos","6556","Idade presumida"
"224","3","Unidade da Federação","45","Pessoas",21429,"11","Rondônia","2022","2022","93","População residente","6794","Total","6603","50 anos","113635","Total"
"225","3","Unidade da Federação","45","Pessoas",16642,"11","Rondônia","2022","2022","93","População residente","6794","Total","6603","50 anos","6555","Data de nascimento"
"226","3","Unidade da Federação","45","Pessoas",4787,"11","Rondônia","2022","2022","93","População residente","6794","Total","6603","50 anos","6556","Idade presumida"
"227","3","Unidade da Federação","45","Pessoas",18575,"11","Rondônia","2022","2022","93","População residente","6794","Total","6604","51 anos","113635","Total"
"228","3","Unidade da Federação","45","Pessoas",15874,"11","Rondônia","2022","2022","93","População residente","6794","Total","6604","51 anos","6555","Data de nascimento"
"229","3","Unidade da Federação","45","Pessoas",2701,"11","Rondônia","2022","2022","93","População residente","6794","Total","6604","51 anos","6556","Idade presumida"
"230","3","Unidade da Federação","45","Pessoas",19637,"11","Rondônia","2022","2022","93","População residente","6794","Total","6605","52 anos","113635","Total"
"231","3","Unidade da Federação","45","Pessoas",15953,"11","Rondônia","2022","2022","93","População residente","6794","Total","6605","52 anos","6555","Data de nascimento"
"232","3","Unidade da Federação","45","Pessoas",3684,"11","Rondônia","2022","2022","93","População residente","6794","Total","6605","52 anos","6556","Idade presumida"
"233","3","Unidade da Federação","45","Pessoas",18695,"11","Rondônia","2022","2022","93","População residente","6794","Total","6606","53 anos","113635","Total"
"234","3","Unidade da Federação","45","Pessoas",15512,"11","Rondônia","2022","2022","93","População residente","6794","Total","6606","53 anos","6555","Data de nascimento"
"235","3","Unidade da Federação","45","Pessoas",3183,"11","Rondônia","2022","2022","93","População residente","6794","Total","6606","53 anos","6556","Idade presumida"
"236","3","Unidade da Federação","45","Pessoas",17566,"11","Rondônia","2022","2022","93","População residente","6794","Total","6607","54 anos","113635","Total"
"237","3","Unidade da Federação","45","Pessoas",14489,"11","Rondônia","2022","2022","93","População residente","6794","Total","6607","54 anos","6555","Data de nascimento"
"238","3","Unidade da Federação","45","Pessoas",3077,"11","Rondônia","2022","2022","93","População residente","6794","Total","6607","54 anos","6556","Idade presumida"
"239","3","Unidade da Federação","45","Pessoas",84545,"11","Rondônia","2022","2022","93","População residente","6794","Total","93094","55 a 59 anos","113635","Total"
"240","3","Unidade da Federação","45","Pessoas",70869,"11","Rondônia","2022","2022","93","População residente","6794","Total","93094","55 a 59 anos","6555","Data de nascimento"
"241","3","Unidade da Federação","45","Pessoas",13676,"11","Rondônia","2022","2022","93","População residente","6794","Total","93094","55 a 59 anos","6556","Idade presumida"
"242","3","Unidade da Federação","45","Pessoas",17914,"11","Rondônia","2022","2022","93","População residente","6794","Total","6608","55 anos","113635","Total"
"243","3","Unidade da Federação","45","Pessoas",14455,"11","Rondônia","2022","2022","93","População residente","6794","Total","6608","55 anos","6555","Data de nascimento"
"244","3","Unidade da Federação","45","Pessoas",3459,"11","Rondônia","2022","2022","93","População residente","6794","Total","6608","55 anos","6556","Idade presumida"
"245","3","Unidade da Federação","45","Pessoas",17527,"11","Rondônia","2022","2022","93","População residente","6794","Total","6609","56 anos","113635","Total"
"246","3","Unidade da Federação","45","Pessoas",14530,"11","Rondônia","2022","2022","93","População residente","6794","Total","6609","56 anos","6555","Data de nascimento"
"247","3","Unidade da Federação","45","Pessoas",2997,"11","Rondônia","2022","2022","93","População residente","6794","Total","6609","56 anos","6556","Idade presumida"
"248","3","Unidade da Federação","45","Pessoas",16926,"11","Rondônia","2022","2022","93","População residente","6794","Total","6610","57 anos","113635","Total"
"249","3","Unidade da Federação","45","Pessoas",14479,"11","Rondônia","2022","2022","93","População residente","6794","Total","6610","57 anos","6555","Data de nascimento"
"250","3","Unidade da Federação","45","Pessoas",2447,"11","Rondônia","2022","2022","93","População residente","6794","Total","6610","57 anos","6556","Idade presumida"
"251","3","Unidade da Federação","45","Pessoas",16605,"11","Rondônia","2022","2022","93","População residente","6794","Total","6611","58 anos","113635","Total"
"252","3","Unidade da Federação","45","Pessoas",13979,"11","Rondônia","2022","2022","93","População residente","6794","Total","6611","58 anos","6555","Data de nascimento"
"253","3","Unidade da Federação","45","Pessoas",2626,"11","Rondônia","2022","2022","93","População residente","6794","Total","6611","58 anos","6556","Idade presumida"
"254","3","Unidade da Federação","45","Pessoas",15573,"11","Rondônia","2022","2022","93","População residente","6794","Total","6612","59 anos","113635","Total"
"255","3","Unidade da Federação","45","Pessoas",13426,"11","Rondônia","2022","2022","93","População residente","6794","Total","6612","59 anos","6555","Data de nascimento"
"256","3","Unidade da Federação","45","Pessoas",2147,"11","Rondônia","2022","2022","93","População residente","6794","Total","6612","59 anos","6556","Idade presumida"
"257","3","Unidade da Federação","45","Pessoas",67775,"11","Rondônia","2022","2022","93","População residente","6794","Total","93095","60 a 64 anos","113635","Total"
"258","3","Unidade da Federação","45","Pessoas",56028,"11","Rondônia","2022","2022","93","População residente","6794","Total","93095","60 a 64 anos","6555","Data de nascimento"
"259","3","Unidade da Federação","45","Pessoas",11747,"11","Rondônia","2022","2022","93","População residente","6794","Total","93095","60 a 64 anos","6556","Idade presumida"
"260","3","Unidade da Federação","45","Pessoas",15671,"11","Rondônia","2022","2022","93","População residente","6794","Total","6613","60 anos","113635","Total"
